transaction_id,amount,payment_method,account_age_days,device_age_days,transactions_last_24h,previous_chargebacks,ip_risk,device_risk,unknown_location,is_fraud
TXN-005423,12350.0,NETBANKING,1800,1376,28,5,0.497,0.044,0,0
TXN-005424,105744.1,UPI,952,751,7,1,0.402,0.223,0,1
TXN-005425,140023.02,CARD,828,545,1,2,0.753,0.087,0,1
TXN-005426,122722.26,UPI,1115,1366,8,4,0.466,0.375,0,1
TXN-005427,128752.89,UPI,461,1428,17,4,0.621,0.338,0,0
TXN-005428,108808.66,WALLET,1333,1376,19,2,0.118,0.205,0,1
TXN-005429,82352.67,NETBANKING,914,181,7,3,0.901,0.023,0,0
TXN-005430,8808.17,UPI,441,10,29,3,0.248,0.165,0,1
TXN-005431,57727.34,NETBANKING,2329,644,3,5,0.514,0.625,1,0
TXN-005432,73119.08,NETBANKING,1335,134,15,4,0.113,0.285,0,0
TXN-005433,135459.23,UPI,875,553,12,4,0.714,0.534,1,1
TXN-005434,149309.75,NETBANKING,203,1075,2,4,0.878,0.033,0,1
TXN-005435,60169.07,UPI,2470,1098,23,1,0.188,0.971,0,1
TXN-005436,88406.59,CARD,1595,789,10,0,0.762,0.836,0,1
TXN-005437,536.83,UPI,1764,570,1,4,0.115,0.376,0,0
TXN-005438,66297.7,WALLET,1514,201,1,2,0.605,0.83,0,1
TXN-005439,108676.05,NETBANKING,2373,557,12,5,0.357,0.533,1,1
TXN-005440,54711.58,WALLET,1578,1469,11,2,0.884,0.965,0,0
TXN-005441,15988.68,CARD,1681,1060,18,4,0.732,0.007,1,0
TXN-005442,105785.49,CARD,721,121,3,4,0.464,0.628,0,1
TXN-005443,116499.12,UPI,1902,868,5,1,0.965,0.173,0,1
TXN-005444,111118.16,UPI,678,901,15,3,0.099,0.363,0,1
TXN-005445,75479.48,NETBANKING,1275,260,9,3,0.468,0.783,0,1
TXN-005446,98802.15,CARD,1414,1246,15,3,0.316,0.092,0,1
TXN-005447,52574.38,NETBANKING,1805,1164,22,2,0.088,0.391,0,0
TXN-005448,10100.97,NETBANKING,115,1419,29,4,0.957,0.335,0,0
TXN-005449,63474.52,NETBANKING,593,225,14,2,0.246,0.903,1,0
TXN-005450,142636.17,CARD,2385,1379,2,3,0.901,0.39,0,1
TXN-005451,22846.28,NETBANKING,1219,373,1,1,0.104,0.977,0,0
TXN-005452,74125.22,WALLET,1422,1142,3,0,0.998,0.277,0,0
TXN-005453,35144.25,CARD,1341,88,22,4,0.422,0.512,0,0
TXN-005454,68982.17,WALLET,1701,351,7,4,0.646,0.358,0,1
TXN-005455,149608.35,WALLET,711,854,11,2,0.505,0.838,0,0
TXN-005456,65247.03,CARD,1375,1343,26,2,0.938,0.825,0,1
TXN-005457,148130.06,CARD,876,415,21,1,0.644,0.907,0,1
TXN-005458,137637.94,CARD,177,565,27,5,0.399,0.734,0,1
TXN-005459,138621.71,NETBANKING,902,477,4,0,0.34,0.295,1,1
TXN-005460,62266.3,WALLET,1391,396,22,0,0.777,0.259,0,1
TXN-005461,84450.57,UPI,1412,308,27,5,0.87,0.587,0,0
TXN-005462,70075.74,UPI,1550,787,7,5,0.612,0.719,0,1
TXN-005463,65163.12,UPI,1911,7,4,4,0.156,0.993,0,1
TXN-005464,145337.12,UPI,549,754,4,1,0.104,0.546,0,1
TXN-005465,97747.41,WALLET,2356,1461,3,4,0.902,0.266,0,0
TXN-005466,134336.21,WALLET,2384,1457,13,1,0.344,0.411,0,0
TXN-005467,112494.79,UPI,935,625,12,5,0.972,0.692,0,1
TXN-005468,51741.99,CARD,853,12,2,1,0.185,0.978,0,0
TXN-005469,67570.49,WALLET,1578,638,8,1,0.662,0.193,0,0
TXN-005470,93422.74,WALLET,655,135,3,0,0.317,0.959,1,0
TXN-005471,126706.27,CARD,228,864,26,3,0.429,0.257,0,0
TXN-005472,14105.5,CARD,308,83,3,0,0.613,0.115,0,1
TXN-005473,123125.63,CARD,192,638,19,2,0.828,0.898,1,1
TXN-005474,13433.03,CARD,2246,1224,12,1,0.472,0.633,0,0
TXN-005475,116850.51,CARD,2350,375,24,4,0.008,0.341,0,1
TXN-005476,79367.82,UPI,2015,839,20,5,0.711,0.357,0,1
TXN-005477,32079.42,NETBANKING,2442,337,18,4,0.1,0.424,0,0
TXN-005478,115703.84,NETBANKING,969,531,15,2,0.582,0.68,0,1
TXN-005479,109087.66,NETBANKING,1907,1115,22,0,0.558,0.145,0,0
TXN-005480,95189.68,NETBANKING,1141,930,26,5,0.797,0.536,1,0
TXN-005481,59322.55,NETBANKING,1234,673,3,5,0.262,0.118,0,1
TXN-005482,111466.42,UPI,1052,272,13,5,0.055,0.064,0,1
TXN-005483,135539.16,CARD,1806,826,26,2,0.663,0.115,0,0
TXN-005484,52804.3,NETBANKING,1503,1306,30,1,0.896,0.724,0,0
TXN-005485,125845.77,UPI,1693,960,15,5,0.861,0.218,1,1
TXN-005486,36255.41,CARD,1046,820,18,3,0.161,0.714,0,0
TXN-005487,122528.36,UPI,2385,390,18,1,0.517,0.684,0,0
TXN-005488,108530.97,UPI,1813,484,20,4,0.303,0.639,0,1
TXN-005489,5617.32,UPI,1417,193,22,0,0.265,0.133,1,0
TXN-005490,147044.33,WALLET,660,147,16,5,0.754,0.926,0,1
TXN-005491,122721.43,UPI,1250,552,28,2,0.41,0.826,0,1
TXN-005492,128878.49,WALLET,1405,417,21,0,0.07,0.26,0,0
TXN-005493,48284.7,NETBANKING,1367,7,3,1,0.655,0.14,1,0
TXN-005494,30750.62,CARD,220,733,29,4,0.245,0.554,1,1
TXN-005495,84925.3,CARD,760,311,23,0,0.165,0.955,0,0
TXN-005496,64065.87,WALLET,187,1393,13,4,0.201,0.547,1,1
TXN-005497,61373.26,NETBANKING,248,1401,30,0,0.666,0.598,0,1
TXN-005498,103651.45,NETBANKING,2378,1349,14,1,0.365,0.829,0,0
TXN-005499,21253.94,CARD,1492,681,30,1,0.052,0.162,0,0
TXN-005500,29860.81,NETBANKING,1593,880,19,1,0.465,0.426,0,0
TXN-005501,3528.29,UPI,1098,1055,6,1,0.12,0.62,0,0
TXN-005502,113220.14,WALLET,740,39,29,2,0.375,0.981,0,1
TXN-005503,145368.01,NETBANKING,1441,650,1,1,0.388,0.925,0,1
TXN-005504,145052.99,CARD,1605,111,15,1,0.149,0.561,0,0
TXN-005505,87037.5,WALLET,1590,1036,19,4,0.015,0.031,0,0
TXN-005506,42835.99,NETBANKING,802,66,11,1,0.66,0.747,0,0
TXN-005507,130233.38,UPI,1771,479,21,3,0.018,0.638,0,0
TXN-005508,134424.9,UPI,1432,109,6,5,0.621,0.804,0,1
TXN-005509,149364.82,WALLET,1941,1149,17,0,0.047,0.263,0,0
TXN-005510,115866.99,UPI,1470,544,6,2,0.556,0.447,0,1
TXN-005511,115180.23,WALLET,428,534,1,5,0.512,0.757,1,1
TXN-005512,86499.98,NETBANKING,318,663,23,3,0.61,0.83,0,0
TXN-005513,30009.38,UPI,259,816,18,4,0.282,0.014,0,0
TXN-005514,34540.63,NETBANKING,1929,1314,20,0,0.305,0.904,1,0
TXN-005515,133526.87,NETBANKING,568,957,29,3,0.49,0.842,0,1
TXN-005516,36377.52,WALLET,1147,836,24,3,0.763,0.441,0,1
TXN-005517,66547.2,WALLET,1215,485,13,0,0.653,0.706,0,0
TXN-005518,55421.19,NETBANKING,567,637,3,3,0.118,0.522,0,0
TXN-005519,47244.63,CARD,1118,1500,24,1,0.173,0.088,0,1
TXN-005520,98737.86,CARD,481,549,19,5,0.773,0.27,0,1
TXN-005521,19473.01,UPI,1857,626,15,2,0.7,0.093,0,0
TXN-005522,14561.52,NETBANKING,531,387,25,4,0.056,0.739,0,0
TXN-005523,104050.63,CARD,1076,979,24,0,0.509,0.025,0,0
TXN-005524,69255.28,NETBANKING,1838,552,24,1,0.41,0.288,0,1
TXN-005525,46507.54,WALLET,249,353,13,4,0.878,0.629,0,0
TXN-005526,91022.62,CARD,7,991,25,5,0.174,0.459,0,0
TXN-005527,108053.33,WALLET,105,1042,29,3,0.942,0.241,0,1
TXN-005528,87367.11,NETBANKING,192,1125,6,4,0.894,0.02,0,1
TXN-005529,128565.62,UPI,567,1141,10,2,0.002,0.923,0,1
TXN-005530,19868.58,WALLET,2262,1470,30,2,0.618,0.296,0,0
TXN-005531,39669.72,WALLET,1337,168,12,1,0.896,0.633,0,0
TXN-005532,2782.5,WALLET,87,1106,25,1,0.249,0.518,0,1
TXN-005533,95509.15,WALLET,2197,18,14,5,0.482,0.792,0,1
TXN-005534,94765.9,CARD,20,1249,5,1,0.181,0.17,0,0
TXN-005535,3229.71,NETBANKING,2198,445,25,1,0.717,0.149,0,1
TXN-005536,45815.0,CARD,1098,147,29,3,0.85,0.516,1,1
TXN-005537,81537.47,NETBANKING,2220,1371,6,5,0.164,0.686,0,1
TXN-005538,140921.52,NETBANKING,1741,810,4,4,0.584,0.445,0,0
TXN-005539,60063.16,CARD,455,492,21,1,0.446,0.753,0,1
TXN-005540,39068.52,NETBANKING,1237,528,15,1,0.154,0.028,0,0
TXN-005541,136229.15,WALLET,1079,521,6,1,0.658,0.613,0,1
TXN-005542,73793.57,NETBANKING,214,1075,7,3,0.84,0.847,0,0
TXN-005543,133282.35,UPI,1640,1350,1,5,0.782,0.247,0,1
TXN-005544,65262.98,WALLET,1979,745,17,2,0.582,0.442,0,0
TXN-005545,136764.86,NETBANKING,1917,480,8,1,0.332,0.222,0,0
TXN-005546,88514.71,UPI,756,506,18,5,0.93,0.748,0,1
TXN-005547,89162.02,NETBANKING,1879,778,25,0,0.952,0.169,1,1
TXN-005548,101512.23,UPI,1890,1241,21,3,0.155,0.541,1,1
TXN-005549,39401.09,CARD,1862,672,14,0,0.87,0.717,0,1
TXN-005550,71438.47,UPI,261,231,15,2,0.638,0.333,0,1
TXN-005551,44213.46,CARD,1509,230,2,3,0.453,0.304,0,0
TXN-005552,118447.4,UPI,2011,255,23,3,0.488,0.492,1,1
TXN-005553,121533.15,NETBANKING,2358,278,8,5,0.676,0.002,0,1
TXN-005554,18186.77,WALLET,494,656,23,2,0.79,0.018,0,1
TXN-005555,126040.47,UPI,780,757,9,1,0.105,0.922,0,1
TXN-005556,139761.21,NETBANKING,119,555,18,4,0.627,0.974,1,1
TXN-005557,81213.26,NETBANKING,2315,1160,15,1,0.138,0.177,1,0
TXN-005558,72198.36,UPI,2419,294,30,4,0.235,0.801,1,1
TXN-005559,86735.23,UPI,1719,366,1,2,0.951,0.83,1,0
TXN-005560,136178.88,CARD,2224,131,28,3,0.579,0.913,0,1
TXN-005561,70207.19,WALLET,2203,834,28,2,0.273,0.274,0,0
TXN-005562,12370.25,UPI,1406,539,22,1,0.44,0.972,0,0
TXN-005563,34360.39,UPI,2065,96,17,3,0.136,0.503,0,1
TXN-005564,24288.2,WALLET,737,993,23,2,0.158,0.687,0,0
TXN-005565,109480.94,CARD,989,142,28,0,0.701,0.222,0,1
TXN-005566,129561.01,CARD,1712,947,15,2,0.795,0.439,0,1
TXN-005567,98057.91,NETBANKING,1669,55,12,1,0.702,0.301,0,0
TXN-005568,66111.12,UPI,1561,1103,8,2,0.691,0.534,0,1
TXN-005569,104285.78,WALLET,649,1258,5,4,0.093,0.498,0,0
TXN-005570,48913.07,UPI,2228,132,3,0,0.023,0.482,0,0
TXN-005571,17625.25,CARD,1674,417,16,5,0.25,0.587,0,1
TXN-005572,27595.04,NETBANKING,232,1056,3,4,0.199,0.625,0,0
TXN-005573,131137.3,NETBANKING,1513,543,22,5,0.35,0.968,0,0
TXN-005574,66608.88,WALLET,2457,358,10,2,0.797,0.816,0,1
TXN-005575,3656.97,WALLET,2286,794,15,4,0.771,0.746,0,0
TXN-005576,56450.46,CARD,1935,879,20,4,0.869,0.191,0,0
TXN-005577,19723.77,CARD,122,1116,16,4,0.86,0.494,0,1
TXN-005578,147416.17,CARD,338,331,29,3,0.217,0.798,1,1
TXN-005579,71790.59,UPI,709,797,6,1,0.709,0.756,0,1
TXN-005580,62951.73,NETBANKING,1191,471,16,5,0.183,0.541,1,1
TXN-005581,134199.02,CARD,1454,1428,5,0,0.043,0.246,0,0
TXN-005582,75099.71,UPI,629,598,16,4,0.397,0.419,0,1
TXN-005583,145731.21,WALLET,695,1223,24,2,0.05,0.609,0,1
TXN-005584,73080.19,NETBANKING,2173,231,10,5,0.653,0.713,0,0
TXN-005585,128734.74,UPI,2280,596,27,2,0.068,0.153,1,0
TXN-005586,112421.83,NETBANKING,1023,1051,11,0,0.907,0.262,0,0
TXN-005587,113093.56,NETBANKING,2384,439,23,2,0.055,0.879,0,1
TXN-005588,26271.66,WALLET,2492,1265,16,1,0.139,0.965,0,0
TXN-005589,98810.45,NETBANKING,194,264,30,1,0.336,0.248,0,0
TXN-005590,27779.05,WALLET,692,764,9,2,0.677,0.57,0,0
TXN-005591,37166.26,UPI,1856,1181,11,4,0.133,0.251,0,0
TXN-005592,22361.75,WALLET,1810,1366,16,4,0.191,0.011,0,0
TXN-005593,61126.19,UPI,1642,873,6,3,0.755,0.622,0,0
TXN-005594,86794.36,UPI,1881,428,15,5,0.136,0.617,0,1
TXN-005595,79968.02,CARD,1639,142,10,5,0.668,0.356,0,0
TXN-005596,27427.76,UPI,1484,784,11,0,0.665,0.325,1,0
TXN-005597,10734.11,NETBANKING,2338,368,26,1,0.538,0.837,0,0
TXN-005598,20310.92,CARD,1461,132,3,5,0.488,0.3,1,1
TXN-005599,93284.84,UPI,1435,1104,9,3,0.964,0.475,0,1
TXN-005600,104730.74,WALLET,1535,1242,7,0,0.438,0.422,0,0
TXN-005601,123606.27,NETBANKING,1627,412,30,5,0.076,0.884,0,1
TXN-005602,27014.24,NETBANKING,206,1081,18,5,0.609,0.486,0,1
TXN-005603,70964.44,WALLET,2208,1048,27,0,0.426,0.419,0,1
TXN-005604,15822.69,WALLET,1171,1319,10,5,0.475,0.791,0,0
TXN-005605,149118.04,NETBANKING,1202,652,15,2,0.895,0.924,0,1
TXN-005606,78185.31,NETBANKING,1390,1131,24,4,0.67,0.312,0,1
TXN-005607,141619.97,CARD,683,956,23,2,0.308,0.974,0,1
TXN-005608,22635.33,WALLET,210,173,30,5,0.344,0.944,0,1
TXN-005609,133173.18,UPI,2212,117,27,2,0.126,0.987,1,1
TXN-005610,83783.27,NETBANKING,1631,488,27,0,0.422,0.762,0,1
TXN-005611,146320.03,WALLET,1266,1156,25,1,0.862,0.239,0,0
TXN-005612,80855.16,CARD,922,465,21,0,0.263,0.249,0,0
TXN-005613,76731.26,CARD,2055,1291,6,5,0.008,0.937,0,1
TXN-005614,31225.42,WALLET,1837,1430,25,0,0.035,0.021,0,1
TXN-005615,3035.75,CARD,1713,818,14,0,0.466,0.013,1,0
TXN-005616,46335.26,UPI,1604,295,16,5,0.486,0.414,0,0
TXN-005617,91376.17,NETBANKING,663,726,2,0,0.154,0.813,1,1
TXN-005618,30278.85,CARD,1870,672,19,1,0.976,0.073,1,0
TXN-005619,111822.08,UPI,1540,343,10,1,0.606,0.787,0,1
TXN-005620,100385.11,WALLET,183,237,15,3,0.755,0.907,0,1
TXN-005621,33235.24,WALLET,1087,1177,4,3,0.743,0.01,1,1
TXN-005622,19891.07,CARD,912,237,28,2,0.854,0.226,1,1
TXN-005623,15548.14,WALLET,1175,147,21,0,0.84,0.967,0,1
TXN-005624,44795.62,WALLET,1148,1150,24,5,0.408,0.385,1,0
TXN-005625,28520.95,WALLET,790,1327,5,3,0.529,0.032,1,0
TXN-005626,140836.15,WALLET,883,737,12,2,0.656,0.983,0,1
TXN-005627,90074.96,UPI,1076,1386,19,5,0.59,0.129,0,0
TXN-005628,35570.35,UPI,344,1173,13,2,0.272,0.73,0,0
TXN-005629,93570.51,NETBANKING,1050,739,22,5,0.587,0.1,0,0
TXN-005630,10640.54,CARD,154,1311,25,1,0.504,0.666,0,1
TXN-005631,125615.39,WALLET,91,590,5,0,0.141,0.918,0,1
TXN-005632,81245.73,WALLET,1449,296,3,0,0.898,0.526,1,1
TXN-005633,26377.28,NETBANKING,1776,1443,17,3,0.813,0.183,1,0
TXN-005634,96538.92,NETBANKING,1161,194,15,0,0.018,0.963,0,1
TXN-005635,109844.78,CARD,1686,1175,27,0,0.466,0.009,0,0
TXN-005636,96953.99,CARD,985,685,25,4,0.963,0.991,0,1
TXN-005637,131489.44,CARD,223,623,15,3,0.023,0.306,0,0
TXN-005638,67054.52,CARD,1893,510,29,1,0.362,0.213,0,0
TXN-005639,46114.81,CARD,639,1427,27,3,0.763,0.161,0,1
TXN-005640,130816.7,CARD,1246,1085,7,3,0.236,0.747,0,0
TXN-005641,10789.27,WALLET,1052,869,16,2,0.927,0.949,0,0
TXN-005642,146680.27,NETBANKING,349,1109,11,5,0.165,0.212,0,0
TXN-005643,122129.42,UPI,81,566,25,2,0.216,0.036,0,0
TXN-005644,88159.78,CARD,1042,85,22,4,0.839,0.697,0,0
TXN-005645,60686.01,NETBANKING,2158,804,12,2,0.521,0.303,0,1
TXN-005646,69711.97,WALLET,2141,721,15,2,0.366,0.435,0,0
TXN-005647,87239.33,WALLET,2023,699,1,0,0.603,0.146,0,0
TXN-005648,123726.47,NETBANKING,2498,573,5,1,0.763,0.173,0,1
TXN-005649,144140.96,NETBANKING,716,391,17,0,0.976,0.609,0,0
TXN-005650,27325.96,UPI,911,1361,11,3,0.881,0.449,0,1
TXN-005651,7703.39,CARD,2120,785,23,1,0.375,0.754,0,1
TXN-005652,52746.9,CARD,1913,410,21,2,0.913,0.983,0,1
TXN-005653,116120.28,WALLET,1312,1099,12,4,0.143,0.882,0,1
TXN-005654,121612.59,WALLET,2404,139,12,5,0.637,0.554,0,0
TXN-005655,96073.6,WALLET,2090,657,17,0,0.92,0.669,0,0
TXN-005656,78650.16,CARD,1673,1090,15,3,0.114,0.021,0,1
TXN-005657,11878.11,NETBANKING,1447,746,26,0,0.043,0.931,1,0
TXN-005658,60272.53,WALLET,428,177,12,4,0.528,0.028,0,0
TXN-005659,65813.17,CARD,2428,935,29,0,0.824,0.729,0,0
TXN-005660,53482.87,WALLET,691,1328,28,2,0.186,0.39,0,0
TXN-005661,60626.71,WALLET,1710,1250,1,2,0.266,0.334,0,0
TXN-005662,118106.89,UPI,2477,610,23,3,0.084,0.734,0,1
TXN-005663,105970.55,UPI,1941,505,5,2,0.95,0.365,0,0
TXN-005664,36089.98,UPI,831,613,17,4,0.564,0.823,0,1
TXN-005665,37765.63,CARD,335,907,5,0,0.737,0.646,0,0
TXN-005666,121970.62,UPI,2151,1418,13,5,0.455,0.016,0,0
TXN-005667,127646.52,NETBANKING,82,1398,11,2,0.922,0.362,0,1
TXN-005668,33429.68,UPI,609,736,10,3,0.004,0.931,1,1
TXN-005669,123480.5,CARD,1466,1334,28,0,0.932,0.278,0,0
TXN-005670,61823.89,WALLET,449,1331,18,5,0.385,0.13,1,1
TXN-005671,82294.3,UPI,777,181,10,2,0.905,0.943,1,1
TXN-005672,1349.01,WALLET,548,47,27,3,0.764,0.85,0,1
TXN-005673,45267.82,CARD,542,331,15,5,0.483,0.379,0,1
TXN-005674,147530.79,WALLET,1777,994,5,2,0.177,0.591,0,0
TXN-005675,52696.86,UPI,2412,79,13,3,0.489,0.641,0,0
TXN-005676,144974.93,CARD,61,852,7,5,0.277,0.2,0,1
TXN-005677,100568.96,NETBANKING,685,680,15,5,0.997,0.998,0,1
TXN-005678,35821.08,CARD,1058,1159,28,3,0.126,0.311,1,1
TXN-005679,144930.49,CARD,680,331,29,2,0.849,0.868,0,1
TXN-005680,143571.68,CARD,1833,914,9,5,0.396,0.579,0,0
TXN-005681,73873.47,UPI,900,977,29,0,0.339,0.882,0,1
TXN-005682,27445.67,UPI,657,1482,30,0,0.034,0.305,0,0
TXN-005683,42256.22,UPI,769,464,22,4,0.479,0.211,0,0
TXN-005684,126531.61,NETBANKING,135,112,5,0,0.314,0.728,0,0
TXN-005685,62383.73,NETBANKING,774,834,28,2,0.508,0.731,0,0
TXN-005686,71996.77,NETBANKING,468,451,23,5,0.896,0.294,0,1
TXN-005687,24325.46,WALLET,2040,1019,7,3,0.853,0.582,0,1
TXN-005688,97133.55,WALLET,446,815,14,3,0.23,0.814,0,0
TXN-005689,14700.72,NETBANKING,461,777,17,1,0.295,0.794,0,0
TXN-005690,101636.51,NETBANKING,2351,234,3,5,0.932,0.261,0,1
TXN-005691,40612.81,WALLET,1626,724,4,1,0.928,0.424,0,0
TXN-005692,120530.79,NETBANKING,416,411,17,1,0.261,0.366,0,1
TXN-005693,100039.84,NETBANKING,1729,678,4,2,0.692,0.154,0,0
TXN-005694,148174.51,WALLET,1643,75,11,4,0.427,0.408,0,1
TXN-005695,41046.88,CARD,943,612,9,0,0.312,0.486,1,0
TXN-005696,110774.73,CARD,2086,1203,5,2,0.672,0.848,0,1
TXN-005697,33636.5,WALLET,874,694,21,5,0.658,0.613,1,1
TXN-005698,110059.13,WALLET,2109,864,15,5,0.264,0.826,0,0
TXN-005699,137534.45,CARD,538,7,15,0,0.532,0.976,0,1
TXN-005700,17284.69,CARD,1614,1235,16,5,0.082,0.715,0,0
TXN-005701,51490.82,WALLET,1099,43,12,2,0.077,0.065,1,0
TXN-005702,104770.39,NETBANKING,498,251,30,3,0.289,0.39,0,1
TXN-005703,66638.9,UPI,1216,733,3,1,0.835,0.524,0,0
TXN-005704,4590.0,UPI,203,484,12,3,0.683,0.224,0,1
TXN-005705,46777.12,CARD,1046,824,2,0,0.889,0.963,1,1
TXN-005706,98250.77,WALLET,732,820,25,1,0.1,0.335,1,1
TXN-005707,65279.0,WALLET,217,550,30,5,0.774,0.737,0,1
TXN-005708,145887.89,NETBANKING,1142,1374,2,3,0.271,0.746,1,1
TXN-005709,54050.33,NETBANKING,2183,1030,30,3,0.398,0.623,0,1
TXN-005710,114775.97,NETBANKING,311,360,3,1,0.238,0.569,0,0
TXN-005711,96512.34,WALLET,174,1446,13,1,0.464,0.226,0,0
TXN-005712,144561.03,CARD,1563,183,4,1,0.846,0.986,1,1
TXN-005713,48116.52,UPI,1772,332,27,4,0.507,0.497,0,0
TXN-005714,144588.49,UPI,2330,882,9,3,0.118,0.375,1,1
TXN-005715,147597.12,NETBANKING,1659,1480,2,0,0.435,0.423,0,0
TXN-005716,117784.92,NETBANKING,946,281,10,4,0.451,0.336,0,1
TXN-005717,96251.23,UPI,2338,1154,7,1,0.378,0.022,1,0
TXN-005718,94893.93,WALLET,1169,272,28,5,0.189,0.393,0,0
TXN-005719,1381.77,CARD,1852,163,15,0,0.55,0.322,1,0
TXN-005720,143408.88,UPI,601,81,9,3,0.338,0.327,0,1
TXN-005721,103585.48,CARD,1601,400,23,4,0.667,0.113,1,0
TXN-005722,121655.55,CARD,864,120,29,2,0.968,0.183,0,1
TXN-005723,112459.34,CARD,126,619,21,4,0.446,0.938,0,1
TXN-005724,137325.79,UPI,715,475,7,2,0.772,0.834,1,1
TXN-005725,94507.33,NETBANKING,2446,15,3,1,0.6,0.59,1,0
TXN-005726,133210.42,UPI,960,429,15,0,0.744,0.321,0,0
TXN-005727,99343.0,NETBANKING,203,1483,30,3,0.706,0.602,0,0
TXN-005728,90637.12,CARD,805,843,19,3,0.749,0.623,1,0
TXN-005729,84188.83,UPI,978,1124,1,5,0.019,0.685,0,0
TXN-005730,137682.52,WALLET,814,1440,13,0,0.299,0.942,0,0
TXN-005731,11574.08,NETBANKING,1495,862,3,5,0.72,0.536,1,0
TXN-005732,1851.84,NETBANKING,620,1185,6,1,0.931,0.063,1,0
TXN-005733,86955.4,NETBANKING,2141,1190,7,5,0.65,0.042,0,0
TXN-005734,72168.64,CARD,606,1490,26,1,0.654,0.882,0,0
TXN-005735,66028.05,CARD,142,186,20,2,0.267,0.006,1,1
TXN-005736,141045.71,NETBANKING,621,695,8,3,0.292,0.267,0,0
TXN-005737,75225.27,NETBANKING,1948,1023,2,1,0.215,0.131,0,1
TXN-005738,9956.38,WALLET,281,1224,28,0,0.011,0.641,1,0
TXN-005739,105629.61,CARD,983,636,29,0,0.028,0.747,0,1
TXN-005740,7005.28,WALLET,833,218,2,3,0.763,0.424,1,1
TXN-005741,10029.08,WALLET,1918,885,27,5,0.921,0.611,0,0
TXN-005742,95098.13,WALLET,766,1154,14,1,0.724,0.02,0,0
TXN-005743,106442.13,UPI,238,192,23,2,0.063,0.722,1,1
TXN-005744,88886.83,CARD,867,97,13,2,0.097,0.479,1,0
TXN-005745,48819.2,UPI,1311,312,29,4,0.514,0.985,0,0
TXN-005746,123648.44,NETBANKING,1716,1155,1,2,0.843,0.506,1,1
TXN-005747,13159.18,UPI,1062,258,26,0,0.76,0.479,0,0
TXN-005748,123302.72,NETBANKING,520,792,8,1,0.165,0.748,0,1
TXN-005749,34686.09,CARD,1318,1131,21,0,0.862,0.683,0,1
TXN-005750,112255.88,UPI,116,291,8,1,0.318,0.139,0,0
TXN-005751,70320.22,UPI,1516,970,29,0,0.894,0.939,1,1
TXN-005752,149291.93,UPI,1081,197,13,0,0.312,0.342,0,0
TXN-005753,45731.95,UPI,2061,1173,5,2,0.825,0.664,0,0
TXN-005754,93966.85,CARD,803,473,2,2,0.817,0.217,0,0
TXN-005755,12291.46,UPI,1476,1358,17,2,0.236,0.003,0,0
TXN-005756,54165.01,UPI,2444,1223,9,4,0.063,0.569,0,0
TXN-005757,29454.83,CARD,276,361,27,4,0.872,0.697,0,1
TXN-005758,116382.94,NETBANKING,243,321,29,1,0.01,0.531,0,0
TXN-005759,44636.65,WALLET,2362,1426,5,3,0.594,0.065,0,0
TXN-005760,11494.81,CARD,1515,1217,4,2,0.435,0.629,0,0
TXN-005761,6190.53,WALLET,2416,1038,30,1,0.275,0.006,0,0
TXN-005762,97838.75,UPI,410,64,18,5,0.804,0.22,0,0
TXN-005763,46419.08,WALLET,832,359,4,2,0.359,0.651,0,0
TXN-005764,48136.59,UPI,2025,671,5,4,0.376,0.796,0,0
TXN-005765,134654.45,UPI,135,276,11,4,0.197,0.839,0,1
TXN-005766,51614.31,UPI,758,298,18,3,0.953,0.267,1,1
TXN-005767,96795.66,NETBANKING,559,469,12,0,0.628,0.937,0,0
TXN-005768,46687.72,UPI,1236,1199,5,4,0.709,0.297,0,0
TXN-005769,106449.67,NETBANKING,2012,960,21,4,0.93,0.485,1,1
TXN-005770,125920.6,CARD,618,12,12,2,0.829,0.836,0,1
TXN-005771,37726.18,NETBANKING,774,474,1,2,0.219,0.624,1,0
TXN-005772,85112.64,CARD,1594,1058,16,2,0.291,0.239,0,1
TXN-005773,39547.69,UPI,585,1248,1,1,0.98,0.051,0,0
TXN-005774,13712.24,UPI,1228,26,16,2,0.374,0.571,1,1
TXN-005775,127796.15,CARD,1034,1037,10,5,0.736,0.288,0,1
TXN-005776,138992.61,WALLET,1379,727,1,4,0.148,0.229,0,0
TXN-005777,12119.49,WALLET,350,1191,29,2,0.684,0.535,0,1
TXN-005778,124561.23,CARD,1985,250,10,3,0.223,0.343,0,1
TXN-005779,78013.0,WALLET,880,1294,23,4,0.444,0.053,0,0
TXN-005780,114671.13,CARD,1973,125,10,4,0.262,0.877,0,0
TXN-005781,43946.12,CARD,1556,723,11,4,0.324,0.181,0,1
TXN-005782,108200.94,CARD,495,60,17,0,0.504,0.648,1,0
TXN-005783,111967.7,UPI,1037,483,22,4,0.522,0.176,0,1
TXN-005784,125504.94,UPI,2402,1174,9,5,0.28,0.992,1,0
TXN-005785,124033.82,CARD,1214,79,14,1,0.884,0.722,0,1
TXN-005786,52729.43,WALLET,775,1483,8,3,0.059,0.862,0,1
TXN-005787,123300.56,WALLET,783,596,21,4,0.12,0.265,0,0
TXN-005788,99656.66,UPI,1844,516,19,1,0.144,0.662,0,0
TXN-005789,20579.57,NETBANKING,431,1309,9,0,0.593,0.512,0,0
